type,exercise_id,video_id,title,path
Video,finding-roots-or-zeros-of-polynomial-2,HJgjAZ7JkHQ,Finding zeros of polynomials (2 of 2),khan/math/algebra2/polynomial-functions/finding-zeros-of-polynomials/finding-roots-or-zeros-of-polynomial-2/
Video,finding-roots-or-zeros-of-polynomial-example,9zreFD3T0qY,Finding zeros of polynomials (example 2),khan/math/algebra2/polynomial-functions/finding-zeros-of-polynomials/finding-roots-or-zeros-of-polynomial-example/
Exercise,find-the-zeros-of-polynomials,find-the-zeros-of-polynomials,Find zeros of polynomials,khan/math/algebra2/polynomial-functions/finding-zeros-of-polynomials/find-the-zeros-of-polynomials/
Video,identifying-graph-based-on-roots,uFZvWYPfOmw,Zeros of polynomials & their graphs,khan/math/algebra2/polynomial-functions/zeros-of-polynomials-and-their-graphs/identifying-graph-based-on-roots/
Exercise,using-zeros-to-graph-polynomials,using-zeros-to-graph-polynomials,Zeros of polynomials & their graphs,khan/math/algebra2/polynomial-functions/zeros-of-polynomials-and-their-graphs/using-zeros-to-graph-polynomials/
Exercise,positive-and-negative-intervals-of-polynomials,positive-and-negative-intervals-of-polynomials,Positive & negative intervals of polynomials,khan/math/algebra2/polynomial-functions/zeros-of-polynomials-and-their-graphs/positive-and-negative-intervals-of-polynomials/
Video,polynomial-end-behavior,tZKzaF28sOk,Intro to end behavior of polynomials,khan/math/algebra2/polynomial-functions/polynomial-end-behavior/polynomial-end-behavior/
Video,recognizing-features-of-functions-example-1,hpBBuaiIkrg,End behavior of functions & their graphs,khan/math/algebra2/polynomial-functions/polynomial-end-behavior/recognizing-features-of-functions-example-1/
Exercise,determine-the-end-behavior-of-polynomials,determine-the-end-behavior-of-polynomials,End behavior of polynomials,khan/math/algebra2/polynomial-functions/polynomial-end-behavior/determine-the-end-behavior-of-polynomials/
Video,recognizing-odd-and-even-functions,8VgmBe3ulb8,Intro to function symmetry,khan/math/algebra2/polynomial-functions/introduction-to-symmetry-of-functions/recognizing-odd-and-even-functions/
Video,recognizing-features-of-functions-2-example-2,zltgXTlUVLw,Graphical symmetry of functions,khan/math/algebra2/polynomial-functions/introduction-to-symmetry-of-functions/recognizing-features-of-functions-2-example-2/
Exercise,even_and_odd_functions,even_and_odd_functions,Even & odd functions,khan/math/algebra2/polynomial-functions/introduction-to-symmetry-of-functions/even_and_odd_functions/
Video,connection-between-even-and-odd-numbers-and-functions,jFazrvLodrA,Even/odd functions & numbers,khan/math/algebra2/polynomial-functions/introduction-to-symmetry-of-functions/connection-between-even-and-odd-numbers-and-functions/
Video,identifying-even-and-odd-polynomials,bOsNS3FsCPs,Even & odd polynomials,khan/math/algebra2/polynomial-functions/symmetry-of-polynomial-functions/identifying-even-and-odd-polynomials/
Exercise,determine-if-a-polynomial-is-even-or-odd,determine-if-a-polynomial-is-even-or-odd,Even & odd polynomials,khan/math/algebra2/polynomial-functions/symmetry-of-polynomial-functions/determine-if-a-polynomial-is-even-or-odd/
Video,extraneous-solutions-to-radical-equations,711pdW8TbbY,Intro to square-root equations & extraneous solutions,khan/math/algebra2/radical-equations-and-functions/solving-square-root-equations/extraneous-solutions-to-radical-equations/
Video,solving-radical-equations-3,g6nGcnVB8BM,Solving square-root equations (basic),khan/math/algebra2/radical-equations-and-functions/solving-square-root-equations/solving-radical-equations-3/
Exercise,solve-square-root-equations-basic,solve-square-root-equations-basic,Solve square-root equations (basic),khan/math/algebra2/radical-equations-and-functions/solving-square-root-equations/solve-square-root-equations-basic/
Video,solving-radical-equations,pFFoAGIEyJc,Solving square-root equations: one solution,khan/math/algebra2/radical-equations-and-functions/solving-square-root-equations/solving-radical-equations/
Video,solving-square-root-equations-w-two-solutions,wt6XqG59t5U,Solving square-root equations: two solutions,khan/math/algebra2/radical-equations-and-functions/solving-square-root-equations/solving-square-root-equations-w-two-solutions/
Video,solving-square-root-equations-w-no-solution,ibeyn2QGjCM,Solving square-root equations: no solution,khan/math/algebra2/radical-equations-and-functions/solving-square-root-equations/solving-square-root-equations-w-no-solution/
Exercise,solve-square-root-equations-advanced,solve-square-root-equations-advanced,Solve square-root equations,khan/math/algebra2/radical-equations-and-functions/solving-square-root-equations/solve-square-root-equations-advanced/
Video,extraneous-solutions-of-radical-equations,m4eiYHL3PP8,Extraneous solutions of radical equations,khan/math/algebra2/radical-equations-and-functions/analyzing-extraneous-solutions-of-square-root-equations/extraneous-solutions-of-radical-equations/
Video,finding-radical-equation-with-given-extraneous-solution,HRVrbJzXxdM,Extraneous solutions of radical equations (example 2),khan/math/algebra2/radical-equations-and-functions/analyzing-extraneous-solutions-of-square-root-equations/finding-radical-equation-with-given-extraneous-solution/
Exercise,extraneous-solutions-to-radical-equations,extraneous-solutions-to-radical-equations,Extraneous solutions of radical equations,khan/math/algebra2/radical-equations-and-functions/analyzing-extraneous-solutions-of-square-root-equations/extraneous-solutions-to-radical-equations/
Video,solving-radical-equations-2,b6WtwQddAcY,Solving cube-root equations,khan/math/algebra2/radical-equations-and-functions/solve-cube-root-equations/solving-radical-equations-2/
Video,domain-of-a-radical-function,4h54s7BBPpA,Domain of a radical functions,khan/math/algebra2/radical-equations-and-functions/domain-of-radical-functions/domain-of-a-radical-function/
Video,flipping-shifting-radical-functions,t5ry2rasWvI,Transforming the square-root function,khan/math/algebra2/radical-equations-and-functions/graphs-of-radical-functions/flipping-shifting-radical-functions/
Video,graphs-of-square-root-functions,outcfkh69U0,Graphs of square-root functions,khan/math/algebra2/radical-equations-and-functions/graphs-of-radical-functions/graphs-of-square-root-functions/
Video,radical-function-graphs-exercise,Uteoh0PtWwI,Square-root functions & their graphs,khan/math/algebra2/radical-equations-and-functions/graphs-of-radical-functions/radical-function-graphs-exercise/
Exercise,graphs-of-radical-functions,graphs-of-radical-functions,Radical functions & their graphs,khan/math/algebra2/radical-equations-and-functions/graphs-of-radical-functions/graphs-of-radical-functions/
Video,simplifying-rational-expressions-introduction,7Uos1ED3KHI,Intro to rational expression simplification,khan/math/algebra2/rational-expressions-equations-and-functions/simplify-rational-expressions/simplifying-rational-expressions-introduction/
Video,simplifying-rational-expressions-w-common-monomial-factors,XFwQV-KCudw,Simplifying rational expressions: common monomial factors,khan/math/algebra2/rational-expressions-equations-and-functions/simplify-rational-expressions/simplifying-rational-expressions-w-common-monomial-factors/
Exercise,simplifying_rational_expressions_1,simplifying_rational_expressions_1,Simplify rational expressions: common monomial factors,khan/math/algebra2/rational-expressions-equations-and-functions/simplify-rational-expressions/simplifying_rational_expressions_1/
Video,simplifying-rational-expressions-1,XChok8XlF90,Simplifying rational expressions: common binomial factors,khan/math/algebra2/rational-expressions-equations-and-functions/simplify-rational-expressions/simplifying-rational-expressions-1/
Video,simplifying-rational-expressions-3,ey_b3aPsRl8,Simplifying rational expressions: opposite common binomial factors,khan/math/algebra2/rational-expressions-equations-and-functions/simplify-rational-expressions/simplifying-rational-expressions-3/
Exercise,simplifying_rational_expressions_2,simplifying_rational_expressions_2,Simplify rational expressions: common binomial factors,khan/math/algebra2/rational-expressions-equations-and-functions/simplify-rational-expressions/simplifying_rational_expressions_2/
Video,simplifying-rational-expressions-2,dstNU7It-Ro,Simplifying rational expressions: grouping,khan/math/algebra2/rational-expressions-equations-and-functions/simplify-rational-expressions/simplifying-rational-expressions-2/
Video,simplifying-rational-expressions-w-higher-degree-terms,yPZ7In2tdOQ,Simplifying rational expressions: higher degree terms,khan/math/algebra2/rational-expressions-equations-and-functions/simplify-rational-expressions/simplifying-rational-expressions-w-higher-degree-terms/
Video,simplifying-rational-expressions-w-two-variables,e7vA_S7abSY,Simplifying rational expressions: two variables,khan/math/algebra2/rational-expressions-equations-and-functions/simplify-rational-expressions/simplifying-rational-expressions-w-two-variables/
Exercise,simplifying_rational_expressions_3,simplifying_rational_expressions_3,Simplify rational expressions (advanced),khan/math/algebra2/rational-expressions-equations-and-functions/simplify-rational-expressions/simplifying_rational_expressions_3/
Video,dividing-monomials,4Eax48gDg9g,Simplifying rational expressions (old video),khan/math/algebra2/rational-expressions-equations-and-functions/simplify-rational-expressions/dividing-monomials/
Video,multiplying-and-dividing-rational-expressions-monomial-numerator-denominator,6nALFmvvgds,Multiplying & dividing rational expressions: monomials,khan/math/algebra2/rational-expressions-equations-and-functions/multiplying-and-dividing-rational-expressions/multiplying-and-dividing-rational-expressions-monomial-numerator-denominator/
Exercise,multiplying_and_dividing_rational_expressions_1,multiplying_and_dividing_rational_expressions_1,Multiply & divide rational expressions (basic),khan/math/algebra2/rational-expressions-equations-and-functions/multiplying-and-dividing-rational-expressions/multiplying_and_dividing_rational_expressions_1/
Video,multiplying-and-dividing-rational-expressions-2,f-wz_ZzSDdg,Multiplying rational expressions,khan/math/algebra2/rational-expressions-equations-and-functions/multiplying-and-dividing-rational-expressions/multiplying-and-dividing-rational-expressions-2/
Video,multiplying-and-dividing-rational-expressions-3,gcnk8TnzsLc,Dividing rational expressions,khan/math/algebra2/rational-expressions-equations-and-functions/multiplying-and-dividing-rational-expressions/multiplying-and-dividing-rational-expressions-3/
Exercise,multiplying_and_dividing_rational_expressions_2,multiplying_and_dividing_rational_expressions_2,Multiply & divide rational expressions,khan/math/algebra2/rational-expressions-equations-and-functions/multiplying-and-dividing-rational-expressions/multiplying_and_dividing_rational_expressions_2/
Video,multiplying-and-dividing-rational-expressions-1,3GL69IA2q4s,Multiplying rational expressions: multiple variables,khan/math/algebra2/rational-expressions-equations-and-functions/multiplying-and-dividing-rational-expressions/multiplying-and-dividing-rational-expressions-1/
Video,dividing-rational-expressions-w-unknown-expression,54ZFp4CwWEg,Dividing rational expressions: unknown expression,khan/math/algebra2/rational-expressions-equations-and-functions/multiplying-and-dividing-rational-expressions/dividing-rational-expressions-w-unknown-expression/
Exercise,multiplying_and_dividing_rational_expressions_3,multiplying_and_dividing_rational_expressions_3,Multiply & divide rational expressions (advanced),khan/math/algebra2/rational-expressions-equations-and-functions/multiplying-and-dividing-rational-expressions/multiplying_and_dividing_rational_expressions_3/
Video,adding-and-subtracting-rational-expressions-with-like-denominators,rmYlCuiC5uY,Adding & subtracting rational expressions: like denominators,khan/math/algebra2/rational-expressions-equations-and-functions/adding-and-subtracting-rational-expressions/adding-and-subtracting-rational-expressions-with-like-denominators/
Exercise,adding_and_subtracting_rational_expressions,adding_and_subtracting_rational_expressions,Add & subtract rational expressions: like denominators,khan/math/algebra2/rational-expressions-equations-and-functions/adding-and-subtracting-rational-expressions/adding_and_subtracting_rational_expressions/
Video,algebraic-expression-adding-fractions,w7NhLkQynS8,Intro to adding rational expressions with unlike denominators,khan/math/algebra2/rational-expressions-equations-and-functions/adding-and-subtracting-rational-expressions/algebraic-expression-adding-fractions/
Video,adding-rational-expression-w-unlike-denominators,DrE_iiw1Mvk,Adding rational expression: unlike denominators,khan/math/algebra2/rational-expressions-equations-and-functions/adding-and-subtracting-rational-expressions/adding-rational-expression-w-unlike-denominators/
Video,subtracting-rational-expressions-w-unlike-denominators,evmDZkDvlNw,Subtracting rational expressions: unlike denominators,khan/math/algebra2/rational-expressions-equations-and-functions/adding-and-subtracting-rational-expressions/subtracting-rational-expressions-w-unlike-denominators/
Exercise,adding_and_subtracting_rational_expressions_2,adding_and_subtracting_rational_expressions_2,Add & subtract rational expressions: unlike denominators,khan/math/algebra2/rational-expressions-equations-and-functions/adding-and-subtracting-rational-expressions/adding_and_subtracting_rational_expressions_2/
Video,least-common-multiple-exercise,znmPfDfsir8,Least common multiple,khan/math/algebra2/rational-expressions-equations-and-functions/adding-and-subtracting-rational-expressions/least-common-multiple-exercise/
Video,least-common-multiple-exercise-2,QUem_2dkB9I,Least common multiple: repeating factors,khan/math/algebra2/rational-expressions-equations-and-functions/adding-and-subtracting-rational-expressions/least-common-multiple-exercise-2/
Exercise,least_common_multiple,least_common_multiple,Least common multiple,khan/math/algebra2/rational-expressions-equations-and-functions/adding-and-subtracting-rational-expressions/least_common_multiple/
Video,subtracting-rational-expressions-w-factored-denominators,j8cKFzj5V6g,Subtracting rational expressions: factored denominators,khan/math/algebra2/rational-expressions-equations-and-functions/adding-and-subtracting-rational-expressions/subtracting-rational-expressions-w-factored-denominators/
Video,least-common-multiples-of-polynomials,Ws03IbNrjfM,Least common multiple of polynomials,khan/math/algebra2/rational-expressions-equations-and-functions/adding-and-subtracting-rational-expressions/least-common-multiples-of-polynomials/
Exercise,adding_and_subtracting_rational_expressions_3,adding_and_subtracting_rational_expressions_3,Add & subtract rational expressions: factored denominators,khan/math/algebra2/rational-expressions-equations-and-functions/adding-and-subtracting-rational-expressions/adding_and_subtracting_rational_expressions_3/
Video,adding-and-subtracting-rational-expressions-3,IKsi-DQU2zo,Subtracting rational expressions,khan/math/algebra2/rational-expressions-equations-and-functions/adding-and-subtracting-rational-expressions/adding-and-subtracting-rational-expressions-3/
Exercise,adding_and_subtracting_rational_expressions_5,adding_and_subtracting_rational_expressions_5,Add & subtract rational expressions,khan/math/algebra2/rational-expressions-equations-and-functions/adding-and-subtracting-rational-expressions/adding_and_subtracting_rational_expressions_5/
Video,algebraic-expressions-with-fraction-division,_BFaxpf35sY,Nested fractions,khan/math/algebra2/rational-expressions-equations-and-functions/nested-fractions/algebraic-expressions-with-fraction-division/
Exercise,nested-fractions,nested-fractions,Nested fractions,khan/math/algebra2/rational-expressions-equations-and-functions/nested-fractions/nested-fractions/
Video,ex-1-multi-step-equation,PPvd4X3Wv5I,Equations with one rational expression,khan/math/algebra2/rational-expressions-equations-and-functions/solving-rational-equations/ex-1-multi-step-equation/
Exercise,linear_equations_4,linear_equations_4,Equations with one rational expression,khan/math/algebra2/rational-expressions-equations-and-functions/solving-rational-equations/linear_equations_4/
Video,solving-rational-equations-3,5wUJLMWZ5Fw,Equations with one rational expression (advanced),khan/math/algebra2/rational-expressions-equations-and-functions/solving-rational-equations/solving-rational-equations-3/
Exercise,solving_rational_equations_2,solving_rational_equations_2,Equations with one rational expression (advanced),khan/math/algebra2/rational-expressions-equations-and-functions/solving-rational-equations/solving_rational_equations_2/
Video,equations-with-two-rational-expressions,McOMtxI_Jzs,Equations with rational expressions,khan/math/algebra2/rational-expressions-equations-and-functions/solving-rational-equations/equations-with-two-rational-expressions/
Video,equations-with-two-rational-expressions-2,CBlSsy1eslw,Equations with rational expressions (example 2),khan/math/algebra2/rational-expressions-equations-and-functions/solving-rational-equations/equations-with-two-rational-expressions-2/
Exercise,rational-equations-3,rational-equations-3,Equations with two rational expressions,khan/math/algebra2/rational-expressions-equations-and-functions/solving-rational-equations/rational-equations-3/
Video,rational-equations,bRwJ-QCz9XU,Equation with two rational expressions (old example),khan/math/algebra2/rational-expressions-equations-and-functions/solving-rational-equations/rational-equations/
Video,solving-rational-equations-2,RdYA8ZpqdJE,Equation with two rational expressions (old example 2),khan/math/algebra2/rational-expressions-equations-and-functions/solving-rational-equations/solving-rational-equations-2/
Video,extraneous-solutions-to-rational-equations,bml74_PsfwA,Equation with two rational expressions (old example 3),khan/math/algebra2/rational-expressions-equations-and-functions/solving-rational-equations/extraneous-solutions-to-rational-equations/
Video,direct-and-inverse-variation,92U67CUy9Gc,Intro to direct & inverse variation,khan/math/algebra2/rational-expressions-equations-and-functions/direct-and-inverse-variation/direct-and-inverse-variation/
Video,recognizing-direct-and-inverse-variation,3_DxJwDTbyQ,Recognizing direct & inverse variation,khan/math/algebra2/rational-expressions-equations-and-functions/direct-and-inverse-variation/recognizing-direct-and-inverse-variation/
Exercise,direct_and_inverse_variation,direct_and_inverse_variation,Recognize direct & inverse variation,khan/math/algebra2/rational-expressions-equations-and-functions/direct-and-inverse-variation/direct_and_inverse_variation/
Video,direct-inverse-and-joint-variation,v-k5L0BPOmc,Recognizing direct & inverse variation: table,khan/math/algebra2/rational-expressions-equations-and-functions/direct-and-inverse-variation/direct-inverse-and-joint-variation/
Video,inverse-variation-application,lkP-E2LUnjA,Inverse variation word problem: string vibration,khan/math/algebra2/rational-expressions-equations-and-functions/direct-and-inverse-variation/inverse-variation-application/
Video,end-behavior-of-rational-functions,Vtcmyr5IGYY,End behavior of rational functions,khan/math/algebra2/rational-expressions-equations-and-functions/end-behavior-of-rational-functions/end-behavior-of-rational-functions/
Exercise,end-behavior-of-rational-functions_1,end-behavior-of-rational-functions,End behavior of rational functions,khan/math/algebra2/rational-expressions-equations-and-functions/end-behavior-of-rational-functions/end-behavior-of-rational-functions_1/
Video,discontinuities-of-rational-functions,qoMimDT7D8w,Discontinuities of rational functions,khan/math/algebra2/rational-expressions-equations-and-functions/discontinuities-of-rational-functions/discontinuities-of-rational-functions/
Exercise,points-of-discontinuity-of-rational-functions,points-of-discontinuity-of-rational-functions,Rational function points of discontinuity,khan/math/algebra2/rational-expressions-equations-and-functions/discontinuities-of-rational-functions/points-of-discontinuity-of-rational-functions/
Video,analyzing-vertical-asymptotes-of-rational-functions,X8B4Fi7wadc,Analyzing vertical asymptotes of rational functions,khan/math/algebra2/rational-expressions-equations-and-functions/discontinuities-of-rational-functions/analyzing-vertical-asymptotes-of-rational-functions/
Exercise,analyze-vertical-asymptotes-of-rational-functions,analyze-vertical-asymptotes-of-rational-functions,Analyze vertical asymptotes of rational functions,khan/math/algebra2/rational-expressions-equations-and-functions/discontinuities-of-rational-functions/analyze-vertical-asymptotes-of-rational-functions/
Video,finding-asymptotes-example,P0ZgqB44Do4,Graphing rational functions according to asymptotes,khan/math/algebra2/rational-expressions-equations-and-functions/graphs-of-rational-functions/finding-asymptotes-example/
Video,graphs-of-rational-functions-y-intercept,YElHmwdbkzQ,Graphs of rational functions: y-intercept,khan/math/algebra2/rational-expressions-equations-and-functions/graphs-of-rational-functions/graphs-of-rational-functions-y-intercept/
Video,graphs-of-rational-functions-horizontal-asymptote,qAfETdORmcw,Graphs of rational functions: horizontal asymptote,khan/math/algebra2/rational-expressions-equations-and-functions/graphs-of-rational-functions/graphs-of-rational-functions-horizontal-asymptote/
Video,graphs-of-rational-functions-vertical-asymptotes,#NAME?,Graphs of rational functions: vertical asymptotes,khan/math/algebra2/rational-expressions-equations-and-functions/graphs-of-rational-functions/graphs-of-rational-functions-vertical-asymptotes/
Video,graphs-of-rational-functions-zeros,TX_mx3qULpw,Graphs of rational functions: zeros,khan/math/algebra2/rational-expressions-equations-and-functions/graphs-of-rational-functions/graphs-of-rational-functions-zeros/
Exercise,graphs-of-rational-functions,graphs-of-rational-functions,Graphs of rational functions,khan/math/algebra2/rational-expressions-equations-and-functions/graphs-of-rational-functions/graphs-of-rational-functions/
Video,example-rational-functions-graphs,onmNaDrxwmo,Graphs of rational functions (old example),khan/math/algebra2/rational-expressions-equations-and-functions/graphs-of-rational-functions/example-rational-functions-graphs/
Video,horizontal-vertical-asymptotes,fvC0dm2wzIo,Graphing rational functions 1,khan/math/algebra2/rational-expressions-equations-and-functions/graphs-of-rational-functions/horizontal-vertical-asymptotes/
Video,another-rational-function-graph-example,ReEMqdZEEX0,Graphing rational functions 2,khan/math/algebra2/rational-expressions-equations-and-functions/graphs-of-rational-functions/another-rational-function-graph-example/
Video,asymptotes-of-rational-functions,2N62v_63SBo,Graphing rational functions 3,khan/math/algebra2/rational-expressions-equations-and-functions/graphs-of-rational-functions/asymptotes-of-rational-functions/
Video,a-third-example-of-graphing-a-rational-function,p7ycTWq6BFk,Graphing rational functions 4,khan/math/algebra2/rational-expressions-equations-and-functions/graphs-of-rational-functions/a-third-example-of-graphing-a-rational-function/
Video,applying-rational-equations-1,gD7A1LA4jO8,Rational equations word problem: combined rates,khan/math/algebra2/rational-expressions-equations-and-functions/modeling-with-rational-functions/applying-rational-equations-1/
Video,applying-rational-equations-2,E1j8W64NQ0Y,Rational equations word problem: combined rates (example 2),khan/math/algebra2/rational-expressions-equations-and-functions/modeling-with-rational-functions/applying-rational-equations-2/
Video,applying-rational-equations-3,B0Z4s38YIgQ,Rational equations word problem: eliminating solutions,khan/math/algebra2/rational-expressions-equations-and-functions/modeling-with-rational-functions/applying-rational-equations-3/
Video,simplifying-an-exponential-expression,Y6wNiYcuCoE,Simplifying exponential expressions,khan/math/algebra2/exponential-growth-and-decay-alg-2/equivalent-forms-of-exponential-expressions/simplifying-an-exponential-expression/
Video,rewriting-an-exponential-expression-in-a-hairier-way,vSijVSL3ChU,Rewriting exponential expressions,khan/math/algebra2/exponential-growth-and-decay-alg-2/equivalent-forms-of-exponential-expressions/rewriting-an-exponential-expression-in-a-hairier-way/
Exercise,equivalent-forms-of-expressions-with-variable-exponents,equivalent-forms-of-expressions-with-variable-exponents,Equivalent forms of exponential expressions,khan/math/algebra2/exponential-growth-and-decay-alg-2/equivalent-forms-of-exponential-expressions/equivalent-forms-of-expressions-with-variable-exponents/
Exercise,rewrite-exponential-expressions,rewrite-exponential-expressions,Rewrite exponential expressions,khan/math/algebra2/exponential-growth-and-decay-alg-2/equivalent-forms-of-exponential-expressions/rewrite-exponential-expressions/
Video,solving-exponential-equations-with-exponent-properties,etl9KKf6se0,Solving exponential equations using exponent properties,khan/math/algebra2/exponential-growth-and-decay-alg-2/solving-exponential-equations-using-properties-of-exponents/solving-exponential-equations-with-exponent-properties/
Exercise,solve-exponential-equations-using-properties-of-exponents--basic-,solve-exponential-equations-using-properties-of-exponents--basic-,Solve exponential equations using exponent properties,khan/math/algebra2/exponential-growth-and-decay-alg-2/solving-exponential-equations-using-properties-of-exponents/solve-exponential-equations-using-properties-of-exponents--basic-/
Video,solving-exponential-equations-with-exponent-properties-advanced,mGSn-qR6k-g,Solving exponential equations using exponent properties (advanced),khan/math/algebra2/exponential-growth-and-decay-alg-2/solving-exponential-equations-using-properties-of-exponents/solving-exponential-equations-with-exponent-properties-advanced/
Exercise,solve-exponential-equations-using-properties-of-exponents-advanced,solve-exponential-equations-using-properties-of-exponents-advanced,Solve exponential equations using exponent properties (advanced),khan/math/algebra2/exponential-growth-and-decay-alg-2/solving-exponential-equations-using-properties-of-exponents/solve-exponential-equations-using-properties-of-exponents-advanced/
Video,word-problem-solving-exponential-growth-and-decay,m5Tf6vgoJtQ,Exponential growth & decay word problems,khan/math/algebra2/exponential-growth-and-decay-alg-2/intro-to-rate-of-exponential-growth-and-decay/word-problem-solving-exponential-growth-and-decay/
Video,interpreting-change-in-exponential-models,uoN_Ax3dfQo,Interpreting change in exponential models,khan/math/algebra2/exponential-growth-and-decay-alg-2/interpreting-the-rate-of-change-of-exponential-models/interpreting-change-in-exponential-models/
Exercise,modeling-with-exponential-functions,modeling-with-exponential-functions,Interpret change in exponential models,khan/math/algebra2/exponential-growth-and-decay-alg-2/interpreting-the-rate-of-change-of-exponential-models/modeling-with-exponential-functions/
Video,interpreting-time-in-exponential-models,zFksanIexHI,Interpreting time in exponential models,khan/math/algebra2/exponential-growth-and-decay-alg-2/interpreting-the-rate-of-change-of-exponential-models/interpreting-time-in-exponential-models/
Exercise,rewriting-and-interpreting-exponential-functions,rewriting-and-interpreting-exponential-functions,Interpret time in exponential models,khan/math/algebra2/exponential-growth-and-decay-alg-2/interpreting-the-rate-of-change-of-exponential-models/rewriting-and-interpreting-exponential-functions/
Video,constructing-exponential-models,FRW7SINSYco,Constructing exponential models,khan/math/algebra2/exponential-growth-and-decay-alg-2/constructing-exponential-models-according-to-rate-of-change/constructing-exponential-models/
Video,constructing-exponential-models-half-life,kaxfCiP9d0w,Constructing exponential models: half life,khan/math/algebra2/exponential-growth-and-decay-alg-2/constructing-exponential-models-according-to-rate-of-change/constructing-exponential-models-half-life/
Video,constructing-exponential-models-percent-change,x9a73iHv06U,Constructing exponential models: percent change,khan/math/algebra2/exponential-growth-and-decay-alg-2/constructing-exponential-models-according-to-rate-of-change/constructing-exponential-models-percent-change/
Exercise,construct-exponential-models-according-to-rate-of-change,construct-exponential-models-according-to-rate-of-change,Construct exponential models,khan/math/algebra2/exponential-growth-and-decay-alg-2/constructing-exponential-models-according-to-rate-of-change/construct-exponential-models-according-to-rate-of-change/
Video,decay-of-cesium-137-example,polop-89aIA,Constructing exponential models (old example),khan/math/algebra2/exponential-growth-and-decay-alg-2/constructing-exponential-models-according-to-rate-of-change/decay-of-cesium-137-example/
Video,interpreting-change-in-exponential-models-with-manipulation,q20v5ZBsTk8,Interpreting change in exponential models: with manipulation,khan/math/algebra2/exponential-growth-and-decay-alg-2/advanced-interpretation-of-exponential-models/interpreting-change-in-exponential-models-with-manipulation/
Exercise,interpret-rate-of-change-of-exponential-models-with-manipulation,interpret-rate-of-change-of-exponential-models-with-manipulation,Interpret change in exponential models: with manipulation,khan/math/algebra2/exponential-growth-and-decay-alg-2/advanced-interpretation-of-exponential-models/interpret-rate-of-change-of-exponential-models-with-manipulation/
Video,interpreting-change-in-exponential-models-changing-units,SM6XZj5dPQQ,Interpreting change in exponential models: changing units,khan/math/algebra2/exponential-growth-and-decay-alg-2/advanced-interpretation-of-exponential-models/interpreting-change-in-exponential-models-changing-units/
Exercise,interpret-rate-of-change-of-exponential-models-for-a-different-unit,interpret-rate-of-change-of-exponential-models-for-a-different-unit,Interpret change in exponential models: changing units,khan/math/algebra2/exponential-growth-and-decay-alg-2/advanced-interpretation-of-exponential-models/interpret-rate-of-change-of-exponential-models-for-a-different-unit/
Video,linear-and-exponential-growth-from-data,721RrH6auoU,Linear vs. exponential growth: from data,khan/math/algebra2/exponential-growth-and-decay-alg-2/distinguishing-between-linear-and-exponential-growth/linear-and-exponential-growth-from-data/
Video,exponential-model-from-data,edwZDu94wNs,Linear vs. exponential growth: from data (example 2),khan/math/algebra2/exponential-growth-and-decay-alg-2/distinguishing-between-linear-and-exponential-growth/exponential-model-from-data/
Exercise,distinguish-between-linear-and-exponential-growth-from-tables,distinguish-between-linear-and-exponential-growth-from-tables,Linear vs. exponential growth: from data,khan/math/algebra2/exponential-growth-and-decay-alg-2/distinguishing-between-linear-and-exponential-growth/distinguish-between-linear-and-exponential-growth-from-tables/
Video,logarithms,Z5myJ8dg_rM,Intro to logarithms,khan/math/algebra2/exponential-and-logarithmic-functions/introduction-to-logarithms/logarithms/
Exercise,logarithms_1,logarithms_1,Evaluate logarithms,khan/math/algebra2/exponential-and-logarithmic-functions/introduction-to-logarithms/logarithms_1/
Video,fancier-logarithm-expressions,eTWCARmrzJ0,Evaluating logarithms (advanced),khan/math/algebra2/exponential-and-logarithmic-functions/introduction-to-logarithms/fancier-logarithm-expressions/
Exercise,logarithms_1.5,logarithms_1.5,Evaluate logarithms (advanced),khan/math/algebra2/exponential-and-logarithmic-functions/introduction-to-logarithms/logarithms_1.5/
Video,exponential-to-logarithmic-form,Obch1OP5QyA,Relationship between exponentials & logarithms,khan/math/algebra2/exponential-and-logarithmic-functions/introduction-to-logarithms/exponential-to-logarithmic-form/
Video,plotting-exponential-logarithm,DhW9pz5Vfwo,Relationship between exponentials & logarithms: graphs,khan/math/algebra2/exponential-and-logarithmic-functions/introduction-to-logarithms/plotting-exponential-logarithm/
Video,logarithm-exponential-deductions,Iz6IVf8frjw,Relationship between exponentials & logarithms: tables,khan/math/algebra2/exponential-and-logarithmic-functions/introduction-to-logarithms/logarithm-exponential-deductions/
Exercise,understanding-logs-as-inverse-exponentials,understanding-logs-as-inverse-exponentials,Relationship between exponentials & logarithms,khan/math/algebra2/exponential-and-logarithmic-functions/introduction-to-logarithms/understanding-logs-as-inverse-exponentials/
Video,e-through-compound-interest,BKGx8GMVu88,e and compound interest,khan/math/algebra2/exponential-and-logarithmic-functions/e-and-the-natural-logarithm/e-through-compound-interest/
Video,e-as-limit,oQhp3ndj28Y,e as a limit,khan/math/algebra2/exponential-and-logarithmic-functions/e-and-the-natural-logarithm/e-as-limit/
Video,natural-logarithm-with-a-calculator,Dpo_-GrMpNE,Evaluating natural logarithm with calculator,khan/math/algebra2/exponential-and-logarithmic-functions/e-and-the-natural-logarithm/natural-logarithm-with-a-calculator/
